title,price,price_numeric,description,model,model_normalized,brand,reg_year,reg_year_numeric,mileage,mileage_numeric,origin,origin_normalized,location,province,condition,vehicle_type,engine_capacity,post_time,days_since_posted,post_date,url,url_full,condition_normalized,vehicle_type_normalized,price_millions
cần bán shmode,46.500.000 đ,46500000,Dư k chạy cần bán..chính chủ..máy móc còn zin..chay im…,SH Mode,SH Mode,Honda,2018,2018,26600,26600,Việt Nam,Việt Nam,"Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121656948.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121656948.htm,Đã sử dụng,Tay ga,46.5
Exciter 2018 Bssg Zin Nguyên Con Bao Đẹp Sơn Zin,15.500.000 đ,15500000,"Cần bán Ex150 trắng đỏ đời 2018 
Máy móc zin chuẩn chưa bung chưa đụng chạm 
Dàn lông sơn zin tem zin đẹp căng còn mới 90% 
Giấy tờ cavet đầy đủ bstp - mua bán viết giấy bao tranh chấp trọn đời 
Bên ngoài xe còn cứng cáp mới keng như hình 
A/e xem xe trực tiếp có thương lượng chút cf",Exciter,Exciter,Yamaha,2018,2018,28000,28000,Việt Nam,Việt Nam,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121656741.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121656741.htm,Đã sử dụng,Tay côn/Moto,15.5
exciter ctđ 1s9a bstp ngay chủ,36.000.000 đ,36000000,"Nhà nhiều xe cần bán bớt 
Exciter ctđ 1s9a ngay chủ cavet bstp 
Xe đã up LC zin , tem lc zin
Đồ trên xe toàn đồ real 
Máy móc zin , sườn lốc zin sơn zin nguyên bản 
Odo 26000 . Bên trong sườn lốc ốc tán như mới",Exciter,Exciter,Yamaha,2011,2011,26000,26000,Đang cập nhật,Việt Nam,"Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121656648.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121656648.htm,Đã sử dụng,Xe số,36.0
Đổi xe cần ra đi e nó,30.000.000 đ,30000000,"Honda winnerx đời 2023 
Biển TPHCM 
Xe chính chủ bao sang tên",Winner X,Winner,Honda,2023,2023,30000,30000,Nước khác,Việt Nam,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/119513716.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/119513716.htm,Đã sử dụng,Tay côn/Moto,30.0
Đổi xe nên bán,8.200.000 đ,8200000,"Xe chính chủ 1 đời biển đẹp TpHCM . Sang tên thoải con gà mái 
Xe đang hoạt động bình thường nguyên zin . 
Máy êm , đề nhẹ , dàn áo cứng cáp chưa mẻ bể . 
Máy móc ngon lành , dàn áo cứng cáp , biển số đẹp nữa . Mua về là chạy thôi nha mn .",Wave,Wave,Honda,2010,2010,80000,80000,Nhật Bản,Nhật Bản,"Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121656331.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121656331.htm,Đã sử dụng,Xe số,8.2
Cần bán gấp ngay hôm nay !,5.000.000 đ,5000000,"Mua về chỉ chạy thôi. 
Máy êm .
Bình mới 
Ổ khoá mới 
Cặp vỏ mới 
Có căn cước photo của chủ xe lun
Vì chủ xe là bà con .
Giảm 1 đến 2xị cho ae nào đến trc nha !
Có gì nhắn tin qua zalo cho mình nhé !",Air Blade,Air Blade,Honda,2008,2008,17173,17173,Nhật Bản,Nhật Bản,"Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/121656200.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/121656200.htm,Đã sử dụng,Tay ga,5.0
Wave nhật 2004,8.000.000 đ,8000000,"Xe để lâu không chạy cần bán 
Bị sét nhiều
Đã thay sườn
Xe 9 chủ 
Còn nổ máy được",Wave,Wave,Honda,2004,2004,100000,100000,Đang cập nhật,Nhật Bản,"Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,75.0,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/121656106.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-nha-be-tp-ho-chi-minh/121656106.htm,Đã sử dụng,Xe số,8.0
Nhà nhiều xe ko đi đến,10.000.000 đ,10000000,Xe giấy tờ đầy đủ chính chủ ai có nhu cầu lien hệ ***,Liberty,Liberty,Piaggio,2013,2013,20000,20000,Việt Nam,Việt Nam,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Hà Nội,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-nam-tu-liem-ha-noi/121656078.htm,https://xe.chotot.com/mua-ban-xe-may-quan-nam-tu-liem-ha-noi/121656078.htm,Đã sử dụng,Tay ga,10.0
Dư xe bán ko có chỗ để,6.500.000 đ,6500000,Giấy tờ đầy đủ bao tranh trấp . Xe trươc mua cũ lại,Air Blade,Air Blade,Honda,2009,2009,900000,900000,Đang cập nhật,Việt Nam,"Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,75.0,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121656051.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121656051.htm,Đã sử dụng,Tay ga,6.5
Xe SH 125i up 150i đời 2010 trùm mền ít chạy,73.000.000 đ,73000000,"Bán xe SH 125i up full 150i đời 2010 trùm mền ít chạy, dàn áo dán keo nguyên chiếc còn mới keng,máy móc êm ru,chính chủ công chứng uỷ quyền thoải mái,AE có nhu cầu qua xem xe liên hệ.
Địa chỉ: Quận Bình Tân (gần ngã tư 4 xã)",SH,SH,Honda,2010,2010,30000,30000,Việt Nam,Việt Nam,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121655845.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121655845.htm,Đã sử dụng,Tay ga,73.0
bán xe SH ABS 125,61.000.000 đ,61000000,"Chủ xe KẸT TIỀN  cần bán gấp xe SH 125
Zalo ***",SH,SH,Honda,2017,2017,18000,18000,Nhật Bản,Nhật Bản,"Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121655812.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121655812.htm,Đã sử dụng,Tay ga,61.0
Thừa xe không dùng nên bán,4.999.000 đ,4999000,Xe mình mua lại giấy tờ đầy đủ do nhà có 2 xe thừa 1 xe nên bân đi mua xe điện,Jupiter,Jupiter,Yamaha,2010,2010,200000,200000,Nhật Bản,Nhật Bản,"Thị trấn Núi Đèo, Huyện Thuỷ Nguyên, Hải Phòng",Hải Phòng,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-thuy-nguyen-hai-phong/121655714.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-thuy-nguyen-hai-phong/121655714.htm,Đã sử dụng,Xe số,5.0
Ban xe future,11.500.000 đ,11500000,"E cần bán 1 chiec xe future 2000
Máy êm nước son còn đẹp và zin
Đồ con zin theo xe
E bán bao tranh chấp tại nhà.",Future,Future,Honda,2000,2000,100000,100000,Việt Nam,Việt Nam,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,75.0,Đăng 3 tháng trước,90.0,2025-02-10,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121113210.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121113210.htm,Đã sử dụng,Xe số,11.5
cần bán shvn 2018 abs xe nguyên zin,70.000.000 đ,70000000,Cần bán shvn 2018 phanh abs odo 23 ngàn cáy xe đẹp ít đi có bớt cho ae thiện chí xe bstp 9chủ,SH,SH,Honda,2018,2018,23000,23000,Việt Nam,Việt Nam,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121655679.htm,https://xe.chotot.com/mua-ban-xe-may-quan-tan-phu-tp-ho-chi-minh/121655679.htm,Đã sử dụng,Tay ga,70.0
ex 150 máy zin 100%,15.000.000 đ,15000000,chính chủ cần bán tình trạng va chạm làm lại chảng 3 và nhông sên dĩa mòn,Exciter,Exciter,Yamaha,2017,2017,400000,400000,Đang cập nhật,Việt Nam,"Xã Duy Vinh, Huyện Duy Xuyên, Quảng Nam",Quảng Nam,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-duy-xuyen-quang-nam/121655637.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-duy-xuyen-quang-nam/121655637.htm,Đã sử dụng,Tay côn/Moto,15.0
Vario 160 ABS xe nhập,38.000.000 đ,38000000,"Vario 160 ABS xe nhập , đăng ký 7/2022
Xe chính chủ , bao chưa đâm đụng , té ngã 
ODO 27k
Bao zin toàn bộ",Vario,Vario,Honda,2022,2022,270000,270000,Nước khác,Việt Nam,"Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121655533.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-thanh-tp-ho-chi-minh/121655533.htm,Đã sử dụng,Tay ga,38.0
Honda Wave RS 100 đi làm bền tiết kiệm 7tr5,7.500.000 đ,7500000,"Honda Wave RS 100 đi làm đi chơi bền tiết kiệm
Giấy tờ đầy đủ, xe Honda nhật
Ai thực sự thiện trí thì đến xem.",Wave,Wave,Honda,2010,2010,1666,1666,Nhật Bản,Nhật Bản,"Phường 7, Thành phố Vũng Tàu, Bà Rịa - Vũng Tàu",Bà Rịa - Vũng Tàu,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-vung-tau-ba-ria-vung-tau/121655524.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-vung-tau-ba-ria-vung-tau/121655524.htm,Đã sử dụng,Xe số,7.5
Bán xe liberty màu đỏ siêu đẹp.,12.500.000 đ,12500000,"Xe cá nhân ít chạy, dành cho các a chị e đi chơi hoặc đi nhậu đều ok.",Liberty,Liberty,Piaggio,2013,2013,30000,30000,Nước khác,Việt Nam,"Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121655489.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121655489.htm,Đã sử dụng,Tay ga,12.5
cần bán winner 2016,11.500.000 đ,11500000,"1 cặp 2016 2018
a e tho thay thay hơp lay ve gia cả hop lý",Winner,Winner,Honda,2016,2016,20000,20000,Việt Nam,Việt Nam,"Thị trấn Hậu Nghĩa, Huyện Đức Hòa, Long An",Long An,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-duc-hoa-long-an/121655386.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-duc-hoa-long-an/121655386.htm,Đã sử dụng,Xe số,11.5
Kẹt tiền bán lại xe nhà sd Nouvo LX đời 2011,4.700.000 đ,4700000,"bán lại Nouvo LX đời 2011 màu xám
Máy zin êm nồi bốc, hơi khói đầu nhẹ chạy bt
 biển số gánh (bốn mùa tiền tài ) giấy tờ đầy đủ bao tranh chấp
Giá 4tr7
Còn bớt cho ae mau lẹ
Coi xe hcm quận 6 hoac bình tân",Nouvo,Nouvo,Yamaha,2011,2011,50000,50000,Thái Lan,Thái Lan,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121655353.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121655353.htm,Đã sử dụng,Tay ga,4.7
jupiter fi cần bán,10.700.000 đ,10700000,"Dư dùng cần bán ju fi xe sạch sẽ liền lạc, máy êm nhẹ chạy bốc, rất tiết kiệm xăng thích hợp cho ae đi làm đi cày vô tư",Jupiter,Jupiter,Yamaha,2013,2013,12345,12345,Việt Nam,Việt Nam,"Xã Bàu Năng, Huyện Dương Minh Châu, Tây Ninh",Tây Ninh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-duong-minh-chau-tay-ninh/121655224.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-duong-minh-chau-tay-ninh/121655224.htm,Đã sử dụng,Xe số,10.7
cần bán xe winner 2018,16.000.000 đ,16000000,"Do về quê nên cần bán lại xe winner 2018
Xe nguyên zin, máy móc êm ru. Giá 16tr, giấy tờ đầy đủ. Bs tỉnh, mình ở bình chiểu thủ đức",Winner,Winner,Honda,2018,2018,59000,59000,Việt Nam,Việt Nam,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121655027.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-thu-duc-tp-ho-chi-minh/121655027.htm,Đã sử dụng,Tay côn/Moto,16.0
"exciter 150 Led máy zin,áo zin 98% mới",22.500.000 đ,22500000,"Xem xe tại Châu Thành,mới thay vỏ sau,nhông sên dĩa,",Exciter,Exciter,Yamaha,2019,2019,20500,20500,Nhật Bản,Nhật Bản,"Thị trấn An Châu, Huyện Châu Thành, An Giang",An Giang,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-chau-thanh-an-giang/121655006.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-chau-thanh-an-giang/121655006.htm,Đã sử dụng,Tay côn/Moto,22.5
Wave RSX 2022 cần bán khu vực Xuân Lộc  Đồng Nai,20.000.000 đ,20000000,"Nhà dư còn wave rsx 2022 ai có thiện chí gọi điện ạ, giá 20tr khu vực Đồng Nai 
Muốn biết thêm thông tin liên hệ trực tiếp sdt ***",Wave,Wave,Honda,2022,2022,16487,16487,Đang cập nhật,Việt Nam,"Xã Xuân Phú, Huyện Xuân Lộc, Đồng Nai",Đồng Nai,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-xuan-loc-dong-nai/121654999.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-xuan-loc-dong-nai/121654999.htm,Đã sử dụng,Xe số,20.0
Đổi xe điện bán SH Mode 2019 chính chủ rin toàn bộ,43.500.000 đ,43500000,"Do mình mới đổi xe điện nên nhà có dư chiếc Sh Mode đăng ký cuối 2019 Bản Cao Cấp Khóa smarkey. Biển số TP Biển Đẹp 399 đuôi. Chính chủ công chứng, Xe của mình cam đoan máy móc rin nguyên bản rất là êm và mượt dòng đời này máy móc ngon hơn rất nhiều đời mới, nổ máy lên đứng cách 2m k nghe tiếng động. Nước sơn rin nguyên bản từ hãng. Còn đầy đủ sổ sách bảo hành, bộ đồ nghề theo xe. Xe mình đi bảo dưỡng định kỳ thay toàn nhớt nhập khẩu Đức nên chất lượng xe còn rất tốt. Mình mong muốn bán cho người sử dụng nên môi giới buôn lái thông cảm. Ai cần tìm dòng này liên hệ mình vừa tiết kiệm được nhiều chi phí vừa chất lượng xe còn Tốt rin nguyên bản. Ai cần gọi luôn cho mình nhé nhắn tin k để ý. Xin cảm ơn.",SH Mode,SH Mode,Honda,2019,2019,40000,40000,Nhật Bản,Nhật Bản,"Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121567156.htm,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121567156.htm,Đã sử dụng,Tay ga,43.5
Bán xe tay ga giấy tờ đầy đủ máy êm ru rẻ 2tr900,2.900.000 đ,2900000,"Bán xe novo3 giấy  tờ  đầy đủ máy móc êm ru ngon lành 
Xe cứng cáp chạy rất ngon 

Giấy tờ đầy đủ biển số TP 
Giá rẻ 2tr900

 Ae cần xe đi làm alo trực tiếp mình luôn nha 
Xem xe bình chánh ngây cầu Bình Điền ql 1A",Nouvo,Nouvo,Yamaha,2007,2007,12345,12345,Thái Lan,Thái Lan,"Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121632197.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-binh-chanh-tp-ho-chi-minh/121632197.htm,Đã sử dụng,Tay ga,2.9
BÁN XE FUTURE NEO - BÌNH TÂN - 14TR,14.000.000 đ,14000000,"Xe cũ đang chạy tốt. bảo trì thay nhớt đình kỳ. thích hợp cho các bạn sinh viên, người lao động bình dân.",Future,Future,Honda,2007,2007,91000,91000,Việt Nam,Việt Nam,"Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121654563.htm,https://xe.chotot.com/mua-ban-xe-may-quan-binh-tan-tp-ho-chi-minh/121654563.htm,Đã sử dụng,Xe số,14.0
sh125cbs,58.000.000 đ,58000000,"Cuối năm về quê nên cần bán sh125 như hình,xe 1 chủ mua mới từ đầu,xe bao zin máy móc nguyên con,dán keo mới lột xe biển 75 huế chính chủ",SH,SH,Honda,2021,2021,31000,31000,Đang cập nhật,Việt Nam,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121654135.htm,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121654135.htm,Đã sử dụng,Tay ga,58.0
Nhà thừa nên bán xe laed,6.500.000 đ,6500000,"Nhà mình có 3 cái xe máy 
Muốn bán bớt đi 1 cái cho đỡ chật nhà 
 Xe Để không đi đến cũng phí 
Mình bán xe LEAD FI 2010

Anh chị em nào mua về đi làm đi chợ đưa đón con đi học thì quá tuyệt vời, lai thồ thì cốp rộng 
Xe về là đổ xăng là chạy thôi k sửa chữa gì 
Mình bán rẻ bán vài triệu cho nhanh nhà mình ở hòa chính chương mỹ HN",Lead,Lead,Honda,2010,2010,100000,100000,Nhật Bản,Nhật Bản,"Xã Hòa Chính, Huyện Chương Mỹ, Hà Nội",Hà Nội,Đã sử dụng,Tay ga,75.0,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-chuong-my-ha-noi/121654061.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-chuong-my-ha-noi/121654061.htm,Đã sử dụng,Tay ga,6.5
xe aitila may ngon,2.600.000 đ,2600000,Xe Nhà e ít đi nên e bán lại chiéc may chị e mua đi làm gtdd chinh chu may em ru tra gia khoi goi ,Attila,Attila,SYM,2010,2010,150000,150000,Đài Loan,Đài Loan,"Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 3 tháng trước,90.0,2025-02-10,/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121103671.htm,https://xe.chotot.com/mua-ban-xe-may-quan-12-tp-ho-chi-minh/121103671.htm,Đã sử dụng,Tay ga,2.6
SH More 2020 ABS,47.000.000 đ,47000000,"Xe qua sử dụng chủ dùng kĩ còn mới tinh, chính chủ sang tên,…",SH Mode,SH Mode,Honda,2020,2020,22222,22222,Việt Nam,Việt Nam,"Phường Vĩnh Quang, Thành phố Rạch Giá, Kiên Giang",Kiên Giang,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-thanh-pho-rach-gia-kien-giang/121653429.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-rach-gia-kien-giang/121653429.htm,Đã sử dụng,Tay ga,47.0
cần bán xe SH160 CBS tại đồng xoài,83.000.000 đ,83000000,"- xe mua mới 1 chủ
- xe ở đồng xoài
- đăng ký lần đầu 2023
- mới bảo dưỡng lần đầu
- giấy tờ chính chủ",SH,SH,Honda,2023,2023,5000,5000,Việt Nam,Việt Nam,"Phường Tân Phú, Thành phố Đồng Xoài, Bình Phước",Bình Phước,Đã sử dụng,Tay ga,137.5,Đăng 3 tháng trước,90.0,2025-02-10,/mua-ban-xe-may-thanh-pho-dong-xoai-binh-phuoc/121340544.htm,https://xe.chotot.com/mua-ban-xe-may-thanh-pho-dong-xoai-binh-phuoc/121340544.htm,Đã sử dụng,Tay ga,83.0
Waves 110 honda,6.500.000 đ,6500000,"Cần bán waves 110 honda mầu đỏ xe đang sd tốt, hình chụp là xe ai cần lh tại nhà",Wave,Wave,Honda,2011,2011,30000,30000,Việt Nam,Việt Nam,"Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hà Nội,Đã sử dụng,Xe số,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-ha-dong-ha-noi/121604363.htm,https://xe.chotot.com/mua-ban-xe-may-quan-ha-dong-ha-noi/121604363.htm,Đã sử dụng,Xe số,6.5
LEAD 4v chính chủ,39.000.000 đ,39000000,"Xe nhà mua mới ít chạy odo 7000km
Nguyên zin hết 
Biển số dễ nhìn 822.77
Công chứng Uỷ Quyền ngay",Lead,Lead,Honda,2022,2022,7000,7000,Việt Nam,Việt Nam,"Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121653026.htm,https://xe.chotot.com/mua-ban-xe-may-huyen-hoc-mon-tp-ho-chi-minh/121653026.htm,Đã sử dụng,Tay ga,39.0
Thanh lý chuyển nhà xe Honda Wave RSX,8.500.000 đ,8500000,"Sắp đi nước ngoài cần thanh lý wave RSX cá nhân, nguyên bản, biển 4 số ko lỗi gì. Xe trước em mua lại của người nhà. 
Giá 8tr5 có bớt chút ạ. 
Em ở Hà Nội.",Wave,Wave,Honda,2014,2014,100000,100000,Việt Nam,Việt Nam,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Hà Nội,Đã sử dụng,Xe số,,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-cau-giay-ha-noi/120130401.htm,https://xe.chotot.com/mua-ban-xe-may-quan-cau-giay-ha-noi/120130401.htm,Đã sử dụng,Xe số,8.5
exciter 2015,16.000.000 đ,16000000,"- chính chủ đứng tên bán xe đi chán bỏ xó trong nhà, đã dán tem trùm
- bstp Q.1 chính người đứng tên caảvet rao bán",Exciter,Exciter,Yamaha,2015,2015,73000,73000,Việt Nam,Việt Nam,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay côn/Moto,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-1-tp-ho-chi-minh/121652984.htm,https://xe.chotot.com/mua-ban-xe-may-quan-1-tp-ho-chi-minh/121652984.htm,Đã sử dụng,Tay côn/Moto,16.0
Xe Air Blade 2015,18.000.000 đ,18000000,"Do sắp về quê cần bán gấp xe Air Blade ,xe chính chủ. Cảm ơn Chợ Tốt đã duyệt tin.",Air Blade,Air Blade,Honda,2015,2015,728,728,Việt Nam,Việt Nam,"Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121652719.htm,https://xe.chotot.com/mua-ban-xe-may-quan-go-vap-tp-ho-chi-minh/121652719.htm,Đã sử dụng,Tay ga,18.0
"Vario 125 dk 2021, bstp,",31.000.000 đ,31000000,"Vario 125 dk 2021, khoá smk chính chủ, xe đẹp ko trầy bể, giá 31tr, hỗ trợ rút gốc sang tên thêm phí, tình trạng xe nguyên zin, áo đẹp, máy êm",Vario,Vario,Honda,2021,2021,17000,17000,Nhật Bản,Nhật Bản,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",TP. Hồ Chí Minh,Đã sử dụng,Tay ga,137.5,Đăng 2 tháng trước,60.0,2025-03-12,/mua-ban-xe-may-quan-7-tp-ho-chi-minh/121462033.htm,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/121462033.htm,Đã sử dụng,Tay ga,31.0
